starttime	seconds	ctime	dtime	ttime	wait
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	4	15	19	15
Sat Jul 24 22:57:35 2021	1627131455	3	16	19	14
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	10
Sat Jul 24 22:57:35 2021	1627131455	3	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	15
Sat Jul 24 22:57:34 2021	1627131454	4	16	19	10
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	3	17	19	16
Sat Jul 24 22:57:34 2021	1627131454	3	17	19	16
Sat Jul 24 22:57:35 2021	1627131455	3	16	19	16
Sat Jul 24 22:57:35 2021	1627131455	1	19	19	19
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:34 2021	1627131454	3	16	19	15
Sat Jul 24 22:57:35 2021	1627131455	3	17	19	16
Sat Jul 24 22:57:34 2021	1627131454	2	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	1	18	19	18
Sat Jul 24 22:57:35 2021	1627131455	1	19	19	18
Sat Jul 24 22:57:34 2021	1627131454	4	16	19	15
Sat Jul 24 22:57:34 2021	1627131454	4	16	19	14
Sat Jul 24 22:57:34 2021	1627131454	5	15	19	11
Sat Jul 24 22:57:34 2021	1627131454	5	15	19	15
Sat Jul 24 22:57:34 2021	1627131454	2	18	19	18
Sat Jul 24 22:57:35 2021	1627131455	3	17	19	17
Sat Jul 24 22:57:34 2021	1627131454	8	11	19	10
Sat Jul 24 22:57:34 2021	1627131454	0	19	19	19
Sat Jul 24 22:57:35 2021	1627131455	3	16	19	16
Sat Jul 24 22:57:34 2021	1627131454	0	19	19	19
Sat Jul 24 22:57:34 2021	1627131454	3	17	19	15
Sat Jul 24 22:57:34 2021	1627131454	4	15	20	15
Sat Jul 24 22:57:34 2021	1627131454	4	16	20	16
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	1	18	20	18
Sat Jul 24 22:57:34 2021	1627131454	1	18	20	18
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	16
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	16
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	18
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	16
Sat Jul 24 22:57:34 2021	1627131454	2	18	20	17
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	17
Sat Jul 24 22:57:35 2021	1627131455	3	17	20	16
Sat Jul 24 22:57:35 2021	1627131455	1	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	2	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:35 2021	1627131455	4	15	20	15
Sat Jul 24 22:57:34 2021	1627131454	5	15	20	15
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	18
Sat Jul 24 22:57:35 2021	1627131455	3	17	20	16
Sat Jul 24 22:57:35 2021	1627131455	4	16	20	15
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	16
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	16
Sat Jul 24 22:57:35 2021	1627131455	1	19	20	18
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	2	18	20	18
Sat Jul 24 22:57:34 2021	1627131454	4	16	20	15
Sat Jul 24 22:57:34 2021	1627131454	2	18	20	18
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	17
Sat Jul 24 22:57:35 2021	1627131455	4	16	20	16
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	5	15	20	15
Sat Jul 24 22:57:34 2021	1627131454	2	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	0	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	7	13	20	10
Sat Jul 24 22:57:35 2021	1627131455	2	18	20	16
Sat Jul 24 22:57:34 2021	1627131454	1	18	20	18
Sat Jul 24 22:57:35 2021	1627131455	2	18	20	16
Sat Jul 24 22:57:34 2021	1627131454	7	12	20	10
Sat Jul 24 22:57:34 2021	1627131454	4	16	20	16
Sat Jul 24 22:57:34 2021	1627131454	2	18	20	18
Sat Jul 24 22:57:34 2021	1627131454	7	13	20	9
Sat Jul 24 22:57:34 2021	1627131454	5	15	20	15
Sat Jul 24 22:57:35 2021	1627131455	4	16	20	16
Sat Jul 24 22:57:34 2021	1627131454	2	18	20	18
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	2	18	20	17
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	0	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	4	16	20	15
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	16
Sat Jul 24 22:57:34 2021	1627131454	2	18	20	18
Sat Jul 24 22:57:34 2021	1627131454	7	13	20	10
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	17
Sat Jul 24 22:57:35 2021	1627131455	3	17	20	17
Sat Jul 24 22:57:35 2021	1627131455	3	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	4	16	20	15
Sat Jul 24 22:57:35 2021	1627131455	4	16	20	16
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	6	14	20	14
Sat Jul 24 22:57:34 2021	1627131454	4	16	20	15
Sat Jul 24 22:57:34 2021	1627131454	8	12	20	10
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	4	16	20	11
Sat Jul 24 22:57:35 2021	1627131455	3	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	16
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:35 2021	1627131455	4	16	20	15
Sat Jul 24 22:57:34 2021	1627131454	4	16	20	16
Sat Jul 24 22:57:35 2021	1627131455	4	16	20	16
Sat Jul 24 22:57:35 2021	1627131455	1	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	3	18	20	17
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	17
Sat Jul 24 22:57:35 2021	1627131455	3	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	3	18	20	17
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	17
Sat Jul 24 22:57:35 2021	1627131455	4	16	20	16
Sat Jul 24 22:57:35 2021	1627131455	3	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	1	20	20	19
Sat Jul 24 22:57:35 2021	1627131455	1	20	20	19
Sat Jul 24 22:57:35 2021	1627131455	4	17	20	16
Sat Jul 24 22:57:34 2021	1627131454	4	16	20	15
Sat Jul 24 22:57:34 2021	1627131454	1	20	20	19
Sat Jul 24 22:57:34 2021	1627131454	2	18	20	18
Sat Jul 24 22:57:34 2021	1627131454	2	18	20	18
Sat Jul 24 22:57:34 2021	1627131454	1	20	20	20
Sat Jul 24 22:57:34 2021	1627131454	4	17	20	15
Sat Jul 24 22:57:35 2021	1627131455	4	16	20	16
Sat Jul 24 22:57:34 2021	1627131454	3	17	20	17
Sat Jul 24 22:57:34 2021	1627131454	3	18	20	17
Sat Jul 24 22:57:34 2021	1627131454	7	13	20	11
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:35 2021	1627131455	3	18	20	18
Sat Jul 24 22:57:34 2021	1627131454	8	12	20	10
Sat Jul 24 22:57:34 2021	1627131454	5	16	20	15
Sat Jul 24 22:57:34 2021	1627131454	2	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	1	19	20	19
Sat Jul 24 22:57:34 2021	1627131454	7	13	20	10
Sat Jul 24 22:57:34 2021	1627131454	7	13	20	10
Sat Jul 24 22:57:34 2021	1627131454	2	19	20	18
Sat Jul 24 22:57:34 2021	1627131454	2	18	20	18
Sat Jul 24 22:57:34 2021	1627131454	7	13	20	13
Sat Jul 24 22:57:34 2021	1627131454	7	13	20	10
Sat Jul 24 22:57:34 2021	1627131454	1	19	21	19
Sat Jul 24 22:57:34 2021	1627131454	4	16	21	16
Sat Jul 24 22:57:34 2021	1627131454	7	13	21	10
Sat Jul 24 22:57:34 2021	1627131454	2	18	21	18
Sat Jul 24 22:57:34 2021	1627131454	4	17	21	15
Sat Jul 24 22:57:34 2021	1627131454	3	18	21	18
Sat Jul 24 22:57:35 2021	1627131455	4	17	21	17
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	20
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	19
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	19
Sat Jul 24 22:57:35 2021	1627131455	4	16	21	15
Sat Jul 24 22:57:35 2021	1627131455	3	18	21	17
Sat Jul 24 22:57:34 2021	1627131454	5	16	21	15
Sat Jul 24 22:57:34 2021	1627131454	0	20	21	19
Sat Jul 24 22:57:34 2021	1627131454	2	18	21	18
Sat Jul 24 22:57:34 2021	1627131454	2	19	21	19
Sat Jul 24 22:57:35 2021	1627131455	4	17	21	17
Sat Jul 24 22:57:34 2021	1627131454	2	18	21	18
Sat Jul 24 22:57:34 2021	1627131454	6	15	21	15
Sat Jul 24 22:57:34 2021	1627131454	4	17	21	16
Sat Jul 24 22:57:35 2021	1627131455	4	16	21	15
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	20
Sat Jul 24 22:57:34 2021	1627131454	4	17	21	15
Sat Jul 24 22:57:34 2021	1627131454	2	19	21	18
Sat Jul 24 22:57:34 2021	1627131454	2	19	21	19
Sat Jul 24 22:57:35 2021	1627131455	4	17	21	16
Sat Jul 24 22:57:34 2021	1627131454	2	18	21	18
Sat Jul 24 22:57:34 2021	1627131454	4	17	21	15
Sat Jul 24 22:57:34 2021	1627131454	1	19	21	19
Sat Jul 24 22:57:34 2021	1627131454	4	17	21	15
Sat Jul 24 22:57:34 2021	1627131454	5	16	21	15
Sat Jul 24 22:57:34 2021	1627131454	4	17	21	15
Sat Jul 24 22:57:34 2021	1627131454	6	15	21	13
Sat Jul 24 22:57:34 2021	1627131454	7	13	21	10
Sat Jul 24 22:57:34 2021	1627131454	7	14	21	10
Sat Jul 24 22:57:35 2021	1627131455	4	17	21	17
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	20
Sat Jul 24 22:57:35 2021	1627131455	2	19	21	18
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	20
Sat Jul 24 22:57:34 2021	1627131454	3	18	21	18
Sat Jul 24 22:57:34 2021	1627131454	4	16	21	15
Sat Jul 24 22:57:35 2021	1627131455	4	17	21	17
Sat Jul 24 22:57:34 2021	1627131454	2	19	21	19
Sat Jul 24 22:57:34 2021	1627131454	8	13	21	10
Sat Jul 24 22:57:34 2021	1627131454	4	17	21	17
Sat Jul 24 22:57:34 2021	1627131454	4	17	21	15
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	20
Sat Jul 24 22:57:34 2021	1627131454	2	19	21	18
Sat Jul 24 22:57:34 2021	1627131454	8	13	21	11
Sat Jul 24 22:57:35 2021	1627131455	4	17	21	17
Sat Jul 24 22:57:34 2021	1627131454	0	21	21	17
Sat Jul 24 22:57:35 2021	1627131455	4	17	21	17
Sat Jul 24 22:57:34 2021	1627131454	6	15	21	15
Sat Jul 24 22:57:34 2021	1627131454	7	14	21	14
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	19
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	19
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	20
Sat Jul 24 22:57:35 2021	1627131455	1	20	21	20
Sat Jul 24 22:57:34 2021	1627131454	2	19	21	19
Sat Jul 24 22:57:34 2021	1627131454	3	18	21	18
Sat Jul 24 22:57:34 2021	1627131454	3	18	21	18
Sat Jul 24 22:57:35 2021	1627131455	2	19	21	18
Sat Jul 24 22:57:34 2021	1627131454	2	20	21	20
Sat Jul 24 22:57:34 2021	1627131454	5	16	21	16
Sat Jul 24 22:57:34 2021	1627131454	5	16	21	16
Sat Jul 24 22:57:34 2021	1627131454	6	15	21	15
Sat Jul 24 22:57:34 2021	1627131454	6	15	21	14
Sat Jul 24 22:57:34 2021	1627131454	0	21	21	19
Sat Jul 24 22:57:34 2021	1627131454	5	17	21	15
Sat Jul 24 22:57:34 2021	1627131454	6	15	21	11
Sat Jul 24 22:57:34 2021	1627131454	6	15	21	15
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	20
Sat Jul 24 22:57:35 2021	1627131455	4	17	21	17
Sat Jul 24 22:57:34 2021	1627131454	4	17	21	17
Sat Jul 24 22:57:34 2021	1627131454	1	21	21	20
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	20
Sat Jul 24 22:57:34 2021	1627131454	5	16	21	15
Sat Jul 24 22:57:35 2021	1627131455	5	16	21	15
Sat Jul 24 22:57:35 2021	1627131455	4	17	21	17
Sat Jul 24 22:57:35 2021	1627131455	5	16	21	15
Sat Jul 24 22:57:35 2021	1627131455	4	17	21	17
Sat Jul 24 22:57:34 2021	1627131454	1	21	21	20
Sat Jul 24 22:57:34 2021	1627131454	5	16	21	13
Sat Jul 24 22:57:34 2021	1627131454	5	16	21	15
Sat Jul 24 22:57:35 2021	1627131455	5	16	21	15
Sat Jul 24 22:57:34 2021	1627131454	5	17	21	11
Sat Jul 24 22:57:34 2021	1627131454	11	11	21	10
Sat Jul 24 22:57:34 2021	1627131454	10	12	21	10
Sat Jul 24 22:57:34 2021	1627131454	5	17	21	15
Sat Jul 24 22:57:34 2021	1627131454	5	16	21	15
Sat Jul 24 22:57:34 2021	1627131454	1	20	21	20
Sat Jul 24 22:57:34 2021	1627131454	6	16	22	11
Sat Jul 24 22:57:35 2021	1627131455	2	19	22	19
Sat Jul 24 22:57:35 2021	1627131455	5	17	22	15
Sat Jul 24 22:57:34 2021	1627131454	4	18	22	18
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	20
Sat Jul 24 22:57:35 2021	1627131455	4	18	22	17
Sat Jul 24 22:57:34 2021	1627131454	6	16	22	14
Sat Jul 24 22:57:34 2021	1627131454	4	18	22	18
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	19
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	20
Sat Jul 24 22:57:34 2021	1627131454	4	17	22	17
Sat Jul 24 22:57:34 2021	1627131454	0	21	22	21
Sat Jul 24 22:57:35 2021	1627131455	2	19	22	19
Sat Jul 24 22:57:34 2021	1627131454	4	17	22	17
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	20
Sat Jul 24 22:57:34 2021	1627131454	4	18	22	11
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	20
Sat Jul 24 22:57:35 2021	1627131455	5	17	22	17
Sat Jul 24 22:57:35 2021	1627131455	2	19	22	19
Sat Jul 24 22:57:34 2021	1627131454	1	21	22	19
Sat Jul 24 22:57:34 2021	1627131454	3	19	22	18
Sat Jul 24 22:57:34 2021	1627131454	6	16	22	16
Sat Jul 24 22:57:34 2021	1627131454	4	18	22	11
Sat Jul 24 22:57:34 2021	1627131454	5	17	22	15
Sat Jul 24 22:57:34 2021	1627131454	1	21	22	21
Sat Jul 24 22:57:34 2021	1627131454	6	16	22	14
Sat Jul 24 22:57:34 2021	1627131454	4	18	22	18
Sat Jul 24 22:57:34 2021	1627131454	5	17	22	17
Sat Jul 24 22:57:34 2021	1627131454	5	17	22	17
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	20
Sat Jul 24 22:57:34 2021	1627131454	1	21	22	21
Sat Jul 24 22:57:35 2021	1627131455	6	16	22	15
Sat Jul 24 22:57:34 2021	1627131454	6	16	22	16
Sat Jul 24 22:57:34 2021	1627131454	3	19	22	19
Sat Jul 24 22:57:35 2021	1627131455	5	17	22	15
Sat Jul 24 22:57:35 2021	1627131455	6	16	22	15
Sat Jul 24 22:57:34 2021	1627131454	1	21	22	21
Sat Jul 24 22:57:34 2021	1627131454	1	21	22	20
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	19
Sat Jul 24 22:57:34 2021	1627131454	6	16	22	16
Sat Jul 24 22:57:34 2021	1627131454	4	18	22	18
Sat Jul 24 22:57:34 2021	1627131454	4	18	22	18
Sat Jul 24 22:57:34 2021	1627131454	0	22	22	22
Sat Jul 24 22:57:35 2021	1627131455	4	18	22	18
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	20
Sat Jul 24 22:57:34 2021	1627131454	1	21	22	21
Sat Jul 24 22:57:35 2021	1627131455	4	18	22	18
Sat Jul 24 22:57:34 2021	1627131454	4	18	22	17
Sat Jul 24 22:57:35 2021	1627131455	6	16	22	15
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	20
Sat Jul 24 22:57:34 2021	1627131454	10	12	22	10
Sat Jul 24 22:57:34 2021	1627131454	5	17	22	16
Sat Jul 24 22:57:35 2021	1627131455	1	21	22	21
Sat Jul 24 22:57:34 2021	1627131454	5	17	22	16
Sat Jul 24 22:57:34 2021	1627131454	1	21	22	21
Sat Jul 24 22:57:34 2021	1627131454	3	19	22	19
Sat Jul 24 22:57:34 2021	1627131454	6	17	22	16
Sat Jul 24 22:57:34 2021	1627131454	2	21	22	20
Sat Jul 24 22:57:34 2021	1627131454	5	17	22	16
Sat Jul 24 22:57:34 2021	1627131454	0	22	22	22
Sat Jul 24 22:57:34 2021	1627131454	10	12	22	10
Sat Jul 24 22:57:34 2021	1627131454	1	22	22	22
Sat Jul 24 22:57:34 2021	1627131454	5	18	22	18
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	20
Sat Jul 24 22:57:34 2021	1627131454	11	11	22	10
Sat Jul 24 22:57:34 2021	1627131454	5	17	22	16
Sat Jul 24 22:57:34 2021	1627131454	2	21	22	20
Sat Jul 24 22:57:35 2021	1627131455	6	17	22	15
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	20
Sat Jul 24 22:57:34 2021	1627131454	11	12	22	10
Sat Jul 24 22:57:34 2021	1627131454	6	17	22	16
Sat Jul 24 22:57:34 2021	1627131454	4	18	22	11
Sat Jul 24 22:57:34 2021	1627131454	9	13	22	11
Sat Jul 24 22:57:35 2021	1627131455	7	16	22	15
Sat Jul 24 22:57:35 2021	1627131455	6	17	22	15
Sat Jul 24 22:57:34 2021	1627131454	5	17	22	16
Sat Jul 24 22:57:35 2021	1627131455	7	16	22	15
Sat Jul 24 22:57:34 2021	1627131454	4	18	22	17
Sat Jul 24 22:57:34 2021	1627131454	1	21	22	21
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	20
Sat Jul 24 22:57:34 2021	1627131454	2	20	22	19
Sat Jul 24 22:57:34 2021	1627131454	4	19	22	18
Sat Jul 24 22:57:34 2021	1627131454	11	11	22	10
Sat Jul 24 22:57:34 2021	1627131454	7	16	22	11
Sat Jul 24 22:57:34 2021	1627131454	4	18	23	18
Sat Jul 24 22:57:35 2021	1627131455	6	16	23	15
Sat Jul 24 22:57:34 2021	1627131454	2	21	23	20
Sat Jul 24 22:57:34 2021	1627131454	3	20	23	20
Sat Jul 24 22:57:34 2021	1627131454	0	22	23	22
Sat Jul 24 22:57:34 2021	1627131454	5	18	23	16
Sat Jul 24 22:57:35 2021	1627131455	6	17	23	15
Sat Jul 24 22:57:34 2021	1627131454	6	17	23	14
Sat Jul 24 22:57:34 2021	1627131454	1	22	23	22
Sat Jul 24 22:57:35 2021	1627131455	14	9	23	8
Sat Jul 24 22:57:34 2021	1627131454	3	19	23	19
Sat Jul 24 22:57:34 2021	1627131454	6	17	23	17
Sat Jul 24 22:57:34 2021	1627131454	0	22	23	22
Sat Jul 24 22:57:34 2021	1627131454	6	17	23	11
Sat Jul 24 22:57:35 2021	1627131455	7	16	23	15
Sat Jul 24 22:57:34 2021	1627131454	4	18	23	17
Sat Jul 24 22:57:34 2021	1627131454	6	17	23	16
Sat Jul 24 22:57:34 2021	1627131454	6	17	23	17
Sat Jul 24 22:57:34 2021	1627131454	1	22	23	22
Sat Jul 24 22:57:34 2021	1627131454	6	17	23	13
Sat Jul 24 22:57:34 2021	1627131454	5	18	23	16
Sat Jul 24 22:57:34 2021	1627131454	3	20	23	20
Sat Jul 24 22:57:34 2021	1627131454	7	16	23	11
Sat Jul 24 22:57:34 2021	1627131454	6	17	23	17
Sat Jul 24 22:57:34 2021	1627131454	4	19	23	18
Sat Jul 24 22:57:35 2021	1627131455	7	16	23	15
Sat Jul 24 22:57:34 2021	1627131454	5	18	23	16
Sat Jul 24 22:57:34 2021	1627131454	0	23	23	15
Sat Jul 24 22:57:34 2021	1627131454	5	18	23	16
Sat Jul 24 22:57:35 2021	1627131455	3	20	23	20
Sat Jul 24 22:57:34 2021	1627131454	4	19	23	18
Sat Jul 24 22:57:35 2021	1627131455	14	10	23	9
Sat Jul 24 22:57:34 2021	1627131454	5	18	23	16
Sat Jul 24 22:57:34 2021	1627131454	2	21	23	21
Sat Jul 24 22:57:34 2021	1627131454	5	18	23	16
Sat Jul 24 22:57:34 2021	1627131454	5	18	23	16
Sat Jul 24 22:57:35 2021	1627131455	7	17	23	16
Sat Jul 24 22:57:34 2021	1627131454	4	19	23	19
Sat Jul 24 22:57:34 2021	1627131454	5	19	23	17
Sat Jul 24 22:57:34 2021	1627131454	4	19	23	19
Sat Jul 24 22:57:34 2021	1627131454	4	20	23	19
Sat Jul 24 22:57:34 2021	1627131454	6	18	23	13
Sat Jul 24 22:57:34 2021	1627131454	3	20	23	20
Sat Jul 24 22:57:34 2021	1627131454	6	18	23	16
Sat Jul 24 22:57:34 2021	1627131454	0	23	23	23
Sat Jul 24 22:57:34 2021	1627131454	1	23	23	23
Sat Jul 24 22:57:35 2021	1627131455	13	10	23	9
Sat Jul 24 22:57:35 2021	1627131455	4	19	23	19
Sat Jul 24 22:57:34 2021	1627131454	5	19	23	16
Sat Jul 24 22:57:35 2021	1627131455	4	20	23	20
Sat Jul 24 22:57:34 2021	1627131454	11	13	24	10
Sat Jul 24 22:57:34 2021	1627131454	5	19	24	16
Sat Jul 24 22:57:35 2021	1627131455	7	16	24	16
Sat Jul 24 22:57:34 2021	1627131454	4	19	24	11
Sat Jul 24 22:57:34 2021	1627131454	1	23	24	23
Sat Jul 24 22:57:34 2021	1627131454	6	18	24	14
Sat Jul 24 22:57:34 2021	1627131454	4	20	24	19
Sat Jul 24 22:57:34 2021	1627131454	2	22	24	21
Sat Jul 24 22:57:34 2021	1627131454	6	18	24	17
Sat Jul 24 22:57:34 2021	1627131454	5	19	24	16
Sat Jul 24 22:57:34 2021	1627131454	4	20	24	19
Sat Jul 24 22:57:34 2021	1627131454	2	22	24	21
Sat Jul 24 22:57:34 2021	1627131454	2	22	24	22
Sat Jul 24 22:57:34 2021	1627131454	6	18	24	14
Sat Jul 24 22:57:34 2021	1627131454	6	18	24	17
Sat Jul 24 22:57:34 2021	1627131454	6	18	24	16
Sat Jul 24 22:57:34 2021	1627131454	0	24	24	21
Sat Jul 24 22:57:34 2021	1627131454	6	18	24	13
Sat Jul 24 22:57:34 2021	1627131454	6	18	24	15
Sat Jul 24 22:57:34 2021	1627131454	5	19	24	16
Sat Jul 24 22:57:35 2021	1627131455	4	20	24	20
Sat Jul 24 22:57:35 2021	1627131455	7	17	24	17
Sat Jul 24 22:57:34 2021	1627131454	1	23	24	20
Sat Jul 24 22:57:34 2021	1627131454	4	20	24	20
Sat Jul 24 22:57:34 2021	1627131454	5	19	24	19
Sat Jul 24 22:57:34 2021	1627131454	4	20	24	20
Sat Jul 24 22:57:34 2021	1627131454	3	21	24	21
Sat Jul 24 22:57:34 2021	1627131454	10	14	24	11
Sat Jul 24 22:57:34 2021	1627131454	10	14	24	11
Sat Jul 24 22:57:34 2021	1627131454	5	20	24	19
Sat Jul 24 22:57:34 2021	1627131454	2	22	24	22
Sat Jul 24 22:57:34 2021	1627131454	4	20	24	19
Sat Jul 24 22:57:34 2021	1627131454	4	21	24	19
Sat Jul 24 22:57:34 2021	1627131454	2	22	24	22
Sat Jul 24 22:57:34 2021	1627131454	5	19	24	19
Sat Jul 24 22:57:34 2021	1627131454	6	19	24	15
Sat Jul 24 22:57:34 2021	1627131454	4	20	24	20
Sat Jul 24 22:57:34 2021	1627131454	4	21	24	20
Sat Jul 24 22:57:34 2021	1627131454	2	22	24	20
Sat Jul 24 22:57:34 2021	1627131454	2	22	24	22
Sat Jul 24 22:57:35 2021	1627131455	4	21	24	20
Sat Jul 24 22:57:34 2021	1627131454	6	18	24	18
Sat Jul 24 22:57:34 2021	1627131454	3	21	25	20
Sat Jul 24 22:57:34 2021	1627131454	10	14	25	11
Sat Jul 24 22:57:34 2021	1627131454	6	19	25	14
Sat Jul 24 22:57:34 2021	1627131454	7	18	25	17
Sat Jul 24 22:57:34 2021	1627131454	6	19	25	18
Sat Jul 24 22:57:34 2021	1627131454	2	23	25	23
Sat Jul 24 22:57:34 2021	1627131454	6	19	25	15
Sat Jul 24 22:57:34 2021	1627131454	2	23	25	23
Sat Jul 24 22:57:34 2021	1627131454	2	23	25	23
Sat Jul 24 22:57:34 2021	1627131454	1	24	25	20
Sat Jul 24 22:57:34 2021	1627131454	1	24	25	21
Sat Jul 24 22:57:34 2021	1627131454	1	24	25	22
Sat Jul 24 22:57:34 2021	1627131454	6	19	25	14
Sat Jul 24 22:57:34 2021	1627131454	4	21	25	21
Sat Jul 24 22:57:34 2021	1627131454	6	18	25	16
Sat Jul 24 22:57:34 2021	1627131454	4	21	25	20
Sat Jul 24 22:57:34 2021	1627131454	6	18	25	16
Sat Jul 24 22:57:34 2021	1627131454	6	19	25	14
Sat Jul 24 22:57:34 2021	1627131454	3	22	25	22
Sat Jul 24 22:57:34 2021	1627131454	2	23	25	16
Sat Jul 24 22:57:34 2021	1627131454	6	19	25	17
Sat Jul 24 22:57:34 2021	1627131454	7	18	25	17
Sat Jul 24 22:57:34 2021	1627131454	5	20	25	20
Sat Jul 24 22:57:34 2021	1627131454	7	18	25	11
Sat Jul 24 22:57:34 2021	1627131454	6	19	25	18
Sat Jul 24 22:57:34 2021	1627131454	1	24	25	22
Sat Jul 24 22:57:34 2021	1627131454	6	19	25	19
Sat Jul 24 22:57:34 2021	1627131454	6	19	25	15
Sat Jul 24 22:57:34 2021	1627131454	7	19	25	17
Sat Jul 24 22:57:34 2021	1627131454	7	19	25	17
Sat Jul 24 22:57:34 2021	1627131454	1	24	25	16
Sat Jul 24 22:57:34 2021	1627131454	7	19	25	17
Sat Jul 24 22:57:34 2021	1627131454	7	19	25	17
Sat Jul 24 22:57:34 2021	1627131454	7	19	25	16
Sat Jul 24 22:57:34 2021	1627131454	2	24	25	16
Sat Jul 24 22:57:34 2021	1627131454	1	25	25	17
Sat Jul 24 22:57:34 2021	1627131454	0	25	25	21
Sat Jul 24 22:57:34 2021	1627131454	3	22	25	20
Sat Jul 24 22:57:34 2021	1627131454	5	20	25	20
Sat Jul 24 22:57:34 2021	1627131454	0	25	25	17
Sat Jul 24 22:57:34 2021	1627131454	5	20	26	20
Sat Jul 24 22:57:34 2021	1627131454	7	19	26	17
Sat Jul 24 22:57:34 2021	1627131454	4	21	26	19
Sat Jul 24 22:57:34 2021	1627131454	1	24	26	24
